University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2022,Male,20,2018,BCSE,1st,Yes,No,4 hour average ,2 times,Offline,Yes,Yes,2 hours,Intermediate,85%,No,No,No,Programming,2 hour ,"Software, Artificial Intelligence",Single,Yes,Bachelor,No,5,No,1st semester so I didn't get my CGPA,not yet,30000,
2022,Male,21,2019,BCSE,2nd,Yes,No,1 or 2,2,Offline,Yes,Yes,2 or 3 hours,Basic,90%+,No,No,No,Programming,1 or 2 hours,Software,Single,No,Bachelor,No,3.58,No,3.58,12,40000,
2019,Male,22,2019,BCSE,8th,Yes,Yes,4 hour,2,Offline,Yes,Yes,Facebook ,Advance,99.90%,No,Yes,Yes,"Programming, Networking",4 hour,NETWORKING,Single,Yes,Bachelor,Yes,3.36,Yes,3.47,87,"80,000",
2022,Female,18,2021,BCSE,1st,Yes,Yes,3/4,2,Offline,Yes,Yes,2/3,Advance,95%,No,No,Yes,Have not started yet,1/2,"Software, Machine Learning / Deep Learning, UI/UX, Data Science",Single,No,Family,No,Have not gotten yet,No,Have not gotten yet,Have not completed yet,150000 bdt,
2022,Female,20,2021,BCSE,1st,Yes,No,2-3 hours,1-2 ,Online,Yes,Yes,Mostly 1 hour,Intermediate,95%,No,No,Yes,Haven't started yet ,Haven't started yet,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Family,No,Have not gotten yet,No,Have not gotten yet,Have not completed yet,45000,
2022,Male,19,2021,BCSE,Summer 2022 1st year,Yes,Yes,3-4 hours ,2 times,Offline,Yes,Yes,2 Hours,Basic,50-75%,No,No,Yes,"Web development skill(Frontend), Basic html and css project and also cultural activities ",2-3,"Software, NETWORKING, UI/UX",Single,Yes,Bachelor,No,0,No,0,0,20000,
2021,Male,22,2020,BCSE,05,No,Yes,03,03,Offline,Yes,Yes,03,Intermediate,90%,Yes,No,Yes,Programming,02,Software,Single,Yes,Bachelor,Yes,2.9,No,2.19,36,60000,
2022,Male,20,2019,BCSE,2nd,No,No,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,1,"Software, Artificial Intelligence",Single,Yes,Bachelor,No,3.32,No,3.25,12,30000,
spring 2020,Male,22,2019,BCSE,8,No,No,6,2,Offline,Yes,Yes,2,Intermediate,0%,Yes,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), design logo",1,"Software, Data Science",Single,No,Bachelor,No,3.3,No,3.15,90,36000,
2019,Male,23,2017,BCSE,Summer 2022 (10th),No,No,4,2,Offline,Yes,Yes,3,Intermediate,95%,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",6,"Software, NETWORKING, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.92,No,3.78,123,30000,
2014,Female,25,2013,BCSE,24,No,No,1,1,Online,Yes,Yes,12,Intermediate,80%,Yes,Yes,Yes,"Software  Development skill, Web development skill(Frontend)",4,Software,Married,No,Family,Yes,2.8,Yes,2.5,115,20000,
22022,Male,21,2020,BCSE,2 nd,Yes,No,4/5 hours,2/3 time,Online,Yes,No,3/4 ,Intermediate,98%,Yes,No,Yes,Programming,2/3,Software,Single,Yes,Bachelor,No,3.33,No,2.9,12,15000-20000,
2020,Male,22,2017,BCSE,8th Semeter,Yes,No,3 hours,2 times,Offline,Yes,Yes,Half an hour,Intermediate,87%,No,No,No,Web development skill(Frontend),3 hours,"Software, Data Science",Single,No,Bachelor,No,3.54,No,3.4,87,30000,
2020,Male,23,2018,BCSE,8,Yes,Yes,5,6,Offline,Yes,Yes,2,Intermediate,98%,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,3.66,No,3.81,87,38000,
2019,Male,24,2018,BCSE,11,No,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Software  Development skill,3,Software,Single,Yes,Bachelor,No,3.78,No,3.13,124,15000,
2020,Male,21,2019,BCSE,8,No,No,5,4,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.82,No,3.81,89,15000,
2019,Female,23,2018,BCSE,11th,Yes,Yes,4-5,1,Offline,Yes,Yes,1,Intermediate,95%,No,No,Yes,Networking,4-5,NETWORKING,Single,Yes,Bachelor,Yes,4,No,3.93,118,50000,
2022,Male,19,2020,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,Less than an hour,Basic,80%,No,No,Yes,Programming,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Bachelor,Yes,3.54,No,3.54,11,20000,
2022,Male,21,2019,BCSE,2nd,Yes,No,4,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.55,No,2.55,11,20000,
2018,Male,25,2016,BCSE,12,Yes,No,3-5,2-3,Offline,Yes,Yes,2-3,Advance,90,No,No,No,"Web development skill(Backend), Web development skill(Frontend), Networking",2-4,"Software, NETWORKING, Web development ",Single,No,Bachelor,Yes,3 4,Yes,3.4,136,$100,
2019,Female,22,2017,BCSE,11,No,No,3,1,Online,Yes,Yes,5,Intermediate,90%,No,No,No,"Software  Development skill, Web development skill(Backend)",2,Software,Single,No,Bachelor,No,3.65,No,3.59,1,30000,
2020,Female,21,2019,BCSE,8th ,Yes,Yes,3-4 ,2,Offline,Yes,Yes,4,Intermediate,93-95%,No,No,No,Programming,2,Machine Learning / Deep Learning,Single,No,Family,No,3.62,No,3.62,85,"30,000",
2019,Male,20 years 6 months,2018,BCSE,9,No,Yes,2 hours Approx,2 times,Offline,Yes,Yes,1 hour Approx,Basic,90%,No,No,No,Learning frontend,1,NETWORKING,Single,No,Family,No,3.7,No,3.45,101,30000,
2020,Female,21,2019,BCSE,Summer 22,Yes,Yes,3-4,Twice,Online,Yes,Yes,2,Intermediate,95%,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.5,No,3.5,89,55000,
2022,Male,21,2020,BCSE,2nd,Yes,Yes,5,2,Online,Yes,Yes,3,Intermediate,100%,No,No,Yes,Programming,4,Competitive programming ,Single,No,Family,No,3.48,No,3.48,11,50000,
2019,Male,22,2018,BCSE,10,No,No,It is not limited.,2,Offline,Yes,No,Unlimited time spent in social media.,Intermediate,100%,No,No,Yes,"Networking, Graphics Design",When I get time.,"NETWORKING, UI/UX",In a relationship,Yes,Bachelor,No,3.01,No,2.92,112,50000,
2018,Male,25,2016,BCSE,11,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100%,No,No,Yes,Web development skill(Backend),2,Software,Single,Yes,Family,No,3.86,No,3.56,129,60000,
2019,Male,23,2017,BCSE,10,Yes,Yes,4,4,Online,Yes,Yes,10 hours,Intermediate,98%,No,No,Yes,"Programming, Web development skill(Frontend)",2,Software,In a relationship,No,Family,No,3.38,No,3.81,117,15000,
2020,Female,22,2019,BCSE,8,Yes,Yes,5,1,Offline,Yes,Yes,2,Intermediate,90%,No,No,Yes,Programming,1,Software,Married,No,Family,No,3.07,No,3.42,75,500000,
2019,Female,23,2017,BCSE,11,Yes,Yes,3 to 4 hours,Twice ,Offline,Yes,Yes,4/5 hours,Intermediate,96%,No,No,No,"Programming, Networking",3/4 hours,"NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,3.59,No,3.56,119,"20,000/=",
2019,Male,25,2017,BCSE,11th,No,No,2,1,Offline,Yes,Yes,6,Intermediate,90,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",4,Software,Single,Yes,Bachelor,No,2.59,No,3.06,130,50000,
2019,Male,23,2018,BCSE,11th,No,No,2hr,3-4times ,Offline,Yes,Yes,2hrs max ,Intermediate,99%,Yes,No,No,"Web development skill(Backend), Networking",0,"Hardware, NETWORKING",Single,No,Bachelor,No,3.3,No,3.24,130,15000BDT,
2019,Female,22,2018,BCSE,11th,Yes,Yes,4,4,Offline,Yes,Yes,10,Intermediate,99%,No,No,Yes,"Web development skill(Frontend), Networking",2,NETWORKING,Single,Yes,Family,No,3.72,No,3.78,127,not applicable,
2022,Male,19,2020,BCSE,Summer ,Yes,Yes,3,2,Offline,Yes,Yes,2,Basic,100%,No,No,Yes,Programming,1,"Software, Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,No,Family,No,3.9,No,3.9,11,40000,
2018,Male,23,2016,BCSE,13,No,No,2,2,Offline,Yes,Yes,5,Basic,75%,Yes,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,2.55,No,2.65,120,20000,
2021,Male,20,2020,BCSE,SUMMER-22,Yes,No,4,2,Offline,Yes,Yes,2,Basic,85%,No,No,No,"Programming, Web development skill(Frontend)",3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3,No,2.8,36,20000 BDT,
2021,Male,22,Diploma 2021,BCSE,Summer ,Yes,No,4 hours ,4,Online,Yes,Yes,2 hours ,Basic,80%,Yes,No,Yes,Programming,1 hour,Software,Single,No,Bachelor,No,2,No,2.59,24,25000,
2019,Female,22,2018,BCSE,11th,Yes,No,5- 6,"Once,, at night",Offline,Yes,Yes,2 or 3 hour,Intermediate,95%,No,No,Yes,"Programming, Software  Development skill",4,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Bachelor,Yes,3.96,No,3.9,135,More than 2 lac,
2022,Male,20,2020,BCSE,2nd,Yes,Yes,2,4,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,"Programming, Game development ",1,"Software, Hardware, NETWORKING, Artificial Intelligence, UI/UX",Single,No,Bachelor,No,3.7,No,3.7,10,25000 BDT,
2022,Male,19,2020,BCSE,Summer 22,No,No,5,Often but not effective ,Online,Yes,Yes,7,Basic,90%,No,No,No,"Programming, Web development skill(Backend)",3,"Software, Artificial Intelligence, UI/UX",Single,,Family,No,3.3,No,Don't know,11,35000 BDT,
2020,Male,22,2019,BCSE,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, Data Science",Single,Yes,Bachelor,Yes,3.2,No,3.51,80-90,1,
2021,Male,21,2020,BCSE,3 rd,Yes,Yes,5 hour,2 time,Offline,Yes,Yes,3 hour,Intermediate,90%,No,No,Yes,Web development skill(Frontend),4 hour,"Software, Artificial Intelligence",Single,No,Family,No,3.57,No,3.67,23,35000 BDT,
2019,Female,22,2018,BCSE,Eleven ,No,Yes,3 hours ,2 times,Offline,Yes,Yes,1hour,Intermediate,100%,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.37,No,3.11,140,40000 BDT,
2021,Male,21,2020,BCSE,3rd,Yes,No,4/5,2/3,Offline,Yes,Yes,1,Advance,97%,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.17,No,2.85,20,30000 BDT,
2022,Male,19,2020,BCSE,summer,No,No,1,1,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,3.5,No,3.45,11,10000,
2022,Male,20,2020,BCSE,SUMMER-22,No,No,4-5,2,Offline,Yes,Yes,1,Basic,90%,No,No,Yes,Programming,3-4,"Software, Artificial Intelligence",Single,No,Bachelor,No,3.78,No,3.78,28,25000,
2019,Male,25,2017,BCSE,10,Yes,Yes,2-3hour,2 times,Offline,Yes,Yes,1 hour (approx.),Intermediate,85-90%,No,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend)",3,"Software, Machine Learning / Deep Learning",Single,Yes,Bachelor,Yes,3.9,No,3.59,128 credit (without thesis and intern),40000 BDT,
2021,Male,21,2020,BCSE,3rd,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,50%,No,No,No,Programming,1,"Software, Hardware, NETWORKING, Data Science",Single,No,Family,No,2.94,No,2.5,23,0,
2021,Female,21,2020,BCSE,5,Yes,Yes,3,2,Offline,Yes,Yes,5 or 6,Basic,80%,No,No,No,Programming,2,Software,Single,No,Family,No,2.89,No,2.8,more than 65,20000,
2021,Female,22,Diploma 2020,BCSE,4th,No,No,4hour,4,Offline,Yes,Yes,2,Intermediate,90%,No,No,No,Programming,1,Software,Single,No,Bachelor,No,1.8,No,2.56,23,20000,
2020,Female,22,2019,BCSE,8th,No,No,4 hours,3 times,Online,Yes,Yes,3 hours,Intermediate,85%,No,No,No,Programming,4 hours,Hardware,Single,No,Bachelor,No,2.78,No,3.75,78,30000,
2022,Female,20,2021,BCSE,6th,No,No,1 hour,5 times,Offline,Yes,No,2 hours,Basic,100%,Yes,No,Yes,Programming,4 hours,Data Science,Single,No,Family,No,1.45,No,2.38,50,30000,
2019,Female,25,2018,BCSE,10th,No,No,5 hours,3 times,Online,Yes,Yes,2 hours,Intermediate,100%,No,No,Yes,Cyber security,2 hours,Data Science,In a relationship,Yes,Bachelor,No,2.45,No,3.54,140,34000,
2019,Male,23,2019,BCSE,10th,Yes,No,6 hours,3 times,Offline,Yes,No,4 hours,Advance,80%,No,No,No,Programming,1 hour,Software,Single,Yes,Family,No,1.45,No,2.45,126,35000,
2021,Female,20,2019,BCSE,6th,No,No,3 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,100%,No,No,No,Machine Learning,2 hours,Hardware,Single,No,Family,No,2,No,3.19,78,35000,
2020,Male,24,2018,BCSE,11th,Yes,No,1 hour,2 times,Offline,Yes,Yes,8 hours,Advance,100,No,No,Yes,Programming,2 hours,Hardware,Single,No,Bachelor,No,2.89,No,3.99,140,36000,
2020,Female,20,2019,BCSE,10th,No,No,2 hours,1 times,Offline,Yes,Yes,8 hours,Intermediate,70%,No,No,Yes,Cyber security,1 hour,Data Science,In a relationship,No,Bachelor,No,2.88,No,3.75,141,36000,
2021,Male,20,2020,BCSE,7th,No,No,3 hours,2 times,Offline,Yes,Yes,7 hours,Basic,60%,Yes,No,Yes,Programming,2 hours,Software,Single,Yes,Bachelor,No,1.87,No,2.98,101,37000,
2020,Male,20,2020,BCSE,9th,No,No,1 hour,1 times,Offline,Yes,No,3 hours,Advance,54%,Yes,No,Yes,Networking,3 hours,Hardware,Single,Yes,Family,No,2.44,No,3.53,127,39000,
2019,Female,22,2019,BCSE,10th ,No,No,4 hours ,2 times ,Offline,Yes,No,2 hours ,Intermediate,90%,No,No,Yes,Programming,1 hour,Software,Single,No,Family,Yes,2.8,No,3.65,126,40000,
2019,Male,21,2019,BCSE,7th,No,No,5 hours,3 times,Online,Yes,Yes,2 hours,Intermediate,100%,No,No,Yes,Programming,2 hours,Artificial Intelligence,Single,No,Family,No,2.11,No,3.47,103,40000,
2022,Male,22,2021,BCSE,5th,No,No,4 hours,1 times,Offline,Yes,Yes,3 hours,Advance,87%,No,No,No,Machine Learning,2 hours,Data Science,Married,No,Bachelor,No,2.37,No,3.49,67,41000,
2021,Male,23,2019,BCSE,9th,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Intermediate,87%,Yes,No,No,Networking,2 hours,Hardware,Married,No,Family,No,2.75,No,3.8,116,44000,
2021,Female,21,2020,BCSE,9th,No,No,3 hours,2 times,Online,Yes,Yes,4 hours,Intermediate,100%,No,No,Yes,Cyber security,3 hours,Software,In a relationship,No,Bachelor,No,1.98,No,2.91,117,44000,
2020,Female,20,2020,BCSE,11th,No,No,2 hours,1 times,Online,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Networking,2 hours,Hardware,Single,Yes,Family,No,2.64,No,3.7,143,44000,
2019,Male,22,2018,BCSE,9th,No,No,5 hours,2 times,Online,Yes,Yes,11 hours,Intermediate,77%,No,No,No,Networking,6 hours,UI/UX,Single,Yes,Bachelor,No,1.77,No,2.66,133,45000,
2022,Female,21,2020,BCSE,5th,No,No,5hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,95%,No,No,No,Programming,1 hour,Data Science,Single,Yes,Family,No,2.19,No,2.77,42,45000,
2021,Male,22,2020,BCSE,6th,Yes,No,5 hour,5 times,Online,Yes,Yes,7 hours,Advance,70%,Yes,Yes,Yes,Web development skill(Frontend),3 hours,Hardware,In a relationship,Yes,Bachelor,No,2.19,No,3.19,63,45000,
2020,Female,20,2020,BCSE,8th,No,No,3 hours,1 times,Online,Yes,Yes,9 hours,Intermediate,86%,Yes,No,No,Programming,2 hours,Data Science,Single,No,Bachelor,Yes,1.98,No,2.98,119,45000,
2021,Female,20,2020,BCSE,9th,No,No,4 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,78%,Yes,No,No,Machine Learning,4 hours,Data Science,In a relationship,Yes,Family,No,1.83,No,2.9,97,45000,
2020,Female,21,2019,BCSE,9th,No,No,3 hours,1 times,Online,Yes,Yes,9 hours,Intermediate,100%,No,No,Yes,Web development skill(Backend),2 hours,Software,In a relationship,No,Bachelor,No,1.87,No,2.82,139,46000,
2020,Female,25,2019,BCSE,11th,No,No,1 hour,1 times,Online,Yes,Yes,3 hours,Intermediate,68%,No,No,No,Programming,2 hours,UI/UX,Single,No,Bachelor,No,2.65,No,3.71,143,49000,
2020,Female,23,2018,BCSE,11th,Yes,No,6 hours,2 times,Offline,Yes,Yes,4 hours,Advance,90%,Yes,No,Yes,Programming,5 hours,Software,Single,No,Family,No,2.19,No,3.45,122,50000,
2022,Male,24,2019,BCSE,4th,Yes,No,3 hours,2 times,Offline,Yes,Yes,4 hours,Intermediate,100%,No,No,Yes,Networking,1 hour,Software,Single,No,Family,No,2.5,No,3.4,46,50000,
2020,Male,25,2019,BCSE,11th,No,No,2 hours,1 times,Offline,Yes,Yes,3 hours,Intermediate,100%,Yes,No,No,Networking,4 hours,Hardware,In a relationship,No,Bachelor,No,2.82,No,3.85,143,50000,
2020,Female,22,2020,BCSE,8th,No,No,2 hours,1 times,Online,Yes,Yes,2 hours,Basic,50%,Yes,No,No,Cyber security,2 hours,Data Science,In a relationship,No,Bachelor,No,1.34,No,2.68,98,50000,
2022,Female,19,2021,BCSE,5th,No,No,1 hour,1 times,Offline,Yes,Yes,4 hours,Basic,78%,No,No,Yes,Programming,2 hours,UI/UX,Single,No,Bachelor,No,2.68,No,3.79,80,50000,
2019,Female,22,2017,BCSE,10th,No,No,2 hours,1 times,Online,Yes,Yes,1 hour,Intermediate,80%,Yes,No,No,Networking,1 hour,Data Science,In a relationship,Yes,Family,no,1.97,No,2.98,79,52000,
2021,Female,20,2020,BCSE,9th,Yes,No,5 hours,2 times,Offline,Yes,Yes,3 hours,Advance,100%,No,No,No,Web development skill(Backend),4 hours,Data Science,Single,No,Family,No,2.76,No,3.86,127,52000,
2019,Female,25,2019,BCSE,10th,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Advance,45%,No,No,Yes,Programming,2 hours,Software,Single,Yes,Family,No,1.72,No,2.79,140,54000,
2020,Male,21,2020,BCSE,10th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Basic,100%,No,No,No,Cyber security,4 hours,Data Science,Single,Yes,Bachelor,No,2.62,No,3.75,136,55000,
2021,Female,20,2020,BCSE,7th,No,No,2 hours,1 times,Offline,Yes,Yes,2 hours,Advance,87%,No,No,No,Networking,4 hours,Hardware,In a relationship,No,Bachelor,No,1.51,No,2.59,99,55000,
2022,Female,22,2021,BCSE,5th,No,No,2 hours,3 times,Offline,Yes,No,2 hours,Intermediate,95%,Yes,No,No,Networking,2 hours,Hardware,Single,No,Bachelor,No,1.45,No,2.53,65,55000,
2022,Male,21,2021,BCSE,5th,No,No,2 hours,1 times,Offline,Yes,No,4 hours,Intermediate,100%,No,No,No,Machine Learning,2 hours,UI/UX,Single,No,Bachelor,No,2.16,No,3.24,66,57000,
2022,Male,21,2021,BCSE,6th,No,No,2 hours,1 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Web development skill(Frontend),2 hours,Software,Married,Yes,Family,No,2.56,No,3.62,143,58000,
2019,Male,21,2018,BCSE,11th,Yes,No,1 hour,1 times,Offline,Yes,Yes,7 hours,Advance,100%,No,No,Yes,Programming,3 hours,UI/UX,Single,No,Bachelor,No,1.97,No,3.1,144,59000,
2020,Female,23,2019,BCSE,7th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,90%,Yes,No,No,Networking,1 hour,Data Science,In a relationship,Yes,Family,No,2.33,No,3.31,32,60000,
2020,Female,20,2020,BCSE,11th,No,No,2 hours,1 times,Offline,Yes,Yes,3 hours,Intermediate,100%,Yes,No,No,Networking,2 hours,Hardware,Single,No,Bachelor,No,1.6,No,2.68,143,60000,
2021,Male,20,2021,BCSE,7th,No,No,4 hours,3 times,Offline,Yes,Yes,6 hours,Intermediate,80%,No,No,No,Machine Learning,3 hours,Hardware,In a relationship,Yes,Bachelor,No,2.11,No,3.22,97,60000,
2021,Female,20,2021,BCSE,7th,No,No,3 hours,1 times,Online,Yes,Yes,7 hours,Basic,100%,Yes,Yes,No,Programming,2 hours,Software,Single,Yes,Bachelor,No,1.19,No,2.16,103,60000,
2020,Male,21,2019,BCSE,9th,No,No,4 hours,2 times,Online,Yes,Yes,5 hours,Advance,100%,No,No,Yes,Machine Learning,2 hours,Software,Single,No,Bachelor,No,2.65,No,3.78,121,61000,
2020,Male,20,2020,BCSE,10th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,Yes,Artificial Intelligence,1 hour,Data Science,In a relationship,Yes,Bachelor,No,2.67,No,3.7,135,61000,
2020,Male,24,2019,BCSE,11th,No,No,3 hours,3 times,Online,Yes,Yes,3 hours,Intermediate,46%,Yes,No,No,Cyber security,2 hours,Data Science,Single,No,Family,No,2.44,No,3.51,144,64000,
2020,Male,24,2019,BCSE,11th,No,No,3 hours,3 times,Offline,Yes,Yes,3 hours,Advance,75%,Yes,No,Yes,Networking,1 hour,Hardware,In a relationship,Yes,Bachelor,No,1.65,No,2.68,143,65000,
2020,Male,25,2019,BCSE,10th,No,No,2 hours,2 times,Offline,Yes,Yes,,Intermediate,78%,No,No,No,Cyber security,2 hours,Data Science,Single,Yes,Bachelor,No,2.54,No,3.61,78,65000,
2020,Male,20,2020,BCSE,11th,No,No,2 hours,1 times,Online,Yes,Yes,2 hours,Advance,100%,Yes,No,No,Cyber security,2 hours,Data Science,Married,Yes,Family,No,2.5,No,3.61,143,65000,
2021,Female,20,2020,BCSE,6th,No,No,4 hours,2 times,Online,Yes,Yes,8 hours,Intermediate,100%,No,No,No,Web development skill(Frontend),2 hours,Software,In a relationship,Yes,Family,No,2.07,No,3.39,84,66000,
2020,Female,20,2020,BCSE,8th,No,No,4 hours,2 times,Online,Yes,Yes,6 hours,Advance,100%,No,No,Yes,Web development skill(Backend),1 hour,UI/UX,Single,No,Family,No,1.77,No,2.64,119,66000,
2021,Male,20,2020,BCSE,7th,Yes,No,3 hours,1 times,Offline,Yes,Yes,5 hours,Intermediate,90%,No,No,No,Networking,2 hours,Hardware,Single,No,Bachelor,No,2.11,No,3.21,102,66000,
2022,Female,21,2021,BCSE,5th,No,No,2 hours,1 times,Offline,Yes,No,2 hours,Intermediate,46%,Yes,No,Yes,Artificial Intelligence,4 hours,Data Science,Single,Yes,Bachelor,No,2.33,No,3.41,63,66000,
2022,Female,20,2021,BCSE,5th,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Basic,100%,Yes,No,Yes,Web development skill(Frontend),4 hours,Software,In a relationship,Yes,Bachelor,No,2.77,No,3.84,58,66000,
2019,Male,21,2018,BCSE,11th,Yes,No,5 hours,4 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Programming,3 hours,Software,Single,No,Family,No,2.87,No,3.98,140,67000,
2019,Male,22,2017,BCSE,10th,No,No,4 hours,1 times,Online,Yes,Yes,7 hours,Intermediate,100%,No,No,No,Web development skill(Backend),2 hours,Software,Single,No,Bachelor,No,2.19,No,3.43,140,68000,
2020,Male,22,2019,BCSE,10th,No,No,2 hours,1 times,Offline,Yes,Yes,8 hours,Advance,100%,No,No,Yes,Artificial Intelligence,2 hours,Hardware,Single,No,Family,No,2.11,No,3.39,132,68000,
2020,Male,25,2019,BCSE,11th,No,No,1 hour,2 times,Offline,Yes,Yes,2 hours,Intermediate,51%,No,No,Yes,Artificial Intelligence,4 hours,Data Science,Single,Yes,Bachelor,Yes,2.51,No,3.57,143,68000,
2020,Male,22,2019,BCSE,9th,No,No,3 hours,2 times,Online,Yes,Yes,3 hours,Basic,100%,No,No,No,Networking,2 hours,Hardware,Single,Yes,Bachelor,No,2.22,No,3.38,124,68000,
2021,Female,20,2020,BCSE,8th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,34%,Yes,No,No,Cyber security,3 hours,Data Science,Single,No,Bachelor,No,1.86,No,2.91,102,68000,
2021,Female,22,2021,BCSE,9th,No,No,1 hour,1 times,Offline,Yes,No,8 hours,Basic,50%,No,No,No,Artificial Intelligence,1 hour,Data Science,Married,Yes,Family,No,1.87,No,2.95,140,68000,
2022,Female,21,2021,BCSE,8th,Yes,No,5 hours,2 times,Online,Yes,Yes,3 hours,Basic,87%,No,No,Yes,Cyber security,2 hours,Data Science,Single,No,Bachelor,No,2.88,No,3.91,127,68000,
2020,Female,23,2018,BCSE,10th,No,No,3 hours,3 times,Online,Yes,Yes,6 hours,Intermediate,99%,Yes,Yes,No,Web development skill(Backend),1 hour,Data Science,Single,No,Family,No,1.91,No,"3,10",123,70000,
2021,Female,20,2020,BCSE,8th,No,No,3 hours,3 times,Online,Yes,Yes,2 hours,Intermediate,100%,No,No,No,Programming,2 hours,UI/UX,In a relationship,No,Family,No,1.81,No,2.9,101,70000,
2022,Male,20,2020,BCSE,6th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,56%,Yes,No,Yes,Programming,2 hours,UI/UX,Single,No,Family,Yes,1.72,No,2.8,80,70000,
2021,Female,20,2020,BCSE,9th,No,No,1 hour,1 times,Offline,Yes,Yes,3 hours,Intermediate,76%,No,No,Yes,Web development skill(Backend),2 hours,Software,In a relationship,No,Bachelor,No,1.56,No,2.63,104,70000,
2021,Female,24,2021,BCSE,6th,No,No,1 hour,1 times,Offline,Yes,Yes,4 hours,Basic,100%,No,No,No,Programming,2 hours,Software,Single,Yes,Family,Yes,2.23,No,3.39,98,70000,
