University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2021,Female,20,2021,BCSE,5th,Yes,No,6 hours,2 times,Offline,Yes,Yes,1 hour,Advance,100%,No,No,No,Programming,4 hours,UI/UX,Single,Yes,Family,No,2.91,No,3.91,81,250000,
2019,Female,25,2018,BCSE,11th,No,No,3 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Cyber security,1 hour,Data Science,Single,No,Bachelor,No,1.43,No,2.49,143,255000,
2019,Male,25,2017,BCSE,11th,No,No,2 hours,1 times,Offline,Yes,No,5 hours,Basic,86%,No,No,No,Networking,3 hours,Data Science,In a relationship,No,Family,No,1.98,No,2.89,145,300000,
2020,Male,23,2019,BCSE,9th,Yes,No,1 hours,2 times,Offline,Yes,Yes,5 hours,Basic,100%,No,No,Yes,Web development skill(Frontend),1 hour,Data Science,In a relationship,No,Family,No,2.91,No,3.89,103,10000,
2020,Female,22,2019,BCSE,11th,Yes,No,2 hour,1 times,Offline,Yes,Yes,3 hours,Intermediate,95%,No,No,Yes,Programming,1 hour,Data Science,Single,No,Family,No,2.5,No,3.48,128,25000,
2023,Female,21,2022,BCSE,2nd,No,No,5 hours,5 times,Offline,Yes,Yes,5 hours,Intermediate,100%,No,No,No,Programming,3 hours,Software,Single,Yes,Family,No,2.85,No,3.65,28,25000,
2020,Female,24,2019,BCSE,9th,No,No,5 hours,1 times,Offline,Yes,Yes,6 hours,Basic,90%,No,No,No,Networking,2 hours,Hardware,Single,Yes,Family,Yes,2.2,Yes,3.5,60,28000,
2020,Male,25,2019,BCSE,10th,Yes,No,3-4 hours,1 times,Online,Yes,Yes,5 hours,Advance,99%,No,No,Yes,Networking,3 hours,Software,In a relationship,Yes,Bachelor,No,2.48,No,3.48,105,30000,
2020,Female,23,2019,BCSE,10th,No,No,4 hours,1 times,Offline,Yes,Yes,3 hours,Intermediate,98%,No,No,No,Networking,,Hardware,Single,No,Bachelor,No,2.87,No,3.93,138,30000,
2022,Male,22,2020,BCSE,5th,Yes,No,2 hours,2 times,Offline,Yes,No,4 hours,Intermediate,99%,No,No,Yes,Programming,2 hours,Hardware,Single,No,Family,No,2.56,No,3.35,54,30000,
2021,Female,20,2020,BCSE,7th,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,100%,No,No,Yes,Artificial Intelligence,1 hours,Hardware,In a relationship,No,Family,No,2.31,No,3.45,109,30000,
2018,Male,25,2018,BCSE,11th,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Basic,100%,No,Yes,Yes,Cyber security,2 hours,Data Science,Married,No,Family,No,2.45,No,3.56,143,32000,
2022,Female,19,2021,BCSE,7th,No,No,4 hours,2 times,Online,Yes,Yes,5 hours,Intermediate,90%,No,No,Yes,Artificial Intelligence,2 hours,Hardware,In a relationship,Yes,Family,Yes,2.09,No,3.34,100,34000,
2019,Male,24,2018,BCSE,11th,No,No,3 hours,2 times,Offline,Yes,Yes,,Intermediate,65%,Yes,No,No,Cyber security,2 hours,Data Science,Single,Yes,Family,Yes,2.45,No,3.55,144,37000,
2020,Female,20,2020,BCSE,11th,No,No,2 hours,2 times,Online,Yes,Yes,3 hours,Intermediate,72%,No,No,No,Cyber security,4 hours,Data Science,Married,No,Family,No,2.67,No,3.77,143,37000,
2022,Male,21,2021,BCSE,6th,No,No,1 hour,2 times,Offline,Yes,Yes,3 hours,Advance,42%,No,No,Yes,Cyber security,3 hours,Data Science,Single,No,Bachelor,Yes,1.89,No,2.97,97,37000,
2021,Female,20,2020,BCSE,8th,No,No,2 hours,2 times,Online,Yes,No,3 hours,Basic,68%,No,No,No,Web development skill(Frontend),4 hours,Software,Married,Yes,Family,No,2.67,No,3.74,90,38000,
2022,Female,22,2021,BCSE,5th,Yes,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,47%,Yes,No,No,Cyber security,2 hours,Data Science,Single,No,Bachelor,No,2.74,No,3.8,68,39000,
2018,Female,22,2017,BCSE,10th,No,No,3 hours,2 times,Online,Yes,Yes,8 hours,Advance,90%,Yes,No,Yes,Programming,2 hours,UI/UX,Single,No,Family,No,1.61,No,2.88,123,40000,
2018,Female,24,2018,BCSE,11th,No,No,4 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,86%,Yes,Yes,No,Cyber security,4 hours,Data Science,In a relationship,No,Bachelor,No,2.54,No,3.63,144,40000,
2020,Male,21,2020,BCSE,10th,No,No,2 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,79%,Yes,No,Yes,Cyber security,2 hours,Data Science,In a relationship,No,Bachelor,No,1.46,No,2.55,139,40000,
2020,Male,20,2020,BCSE,10th,Yes,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,100%,No,No,No,Networking,4 hours,Hardware,In a relationship,No,Bachelor,No,2.65,No,3.79,138,40000,
2021,Female,21,2020,BCSE,9th,No,No,3 hours,2 times,Online,Yes,Yes,3 hours,Advance,46%,No,No,No,Artificial Intelligence,2 hours,Data Science,Single,Yes,Bachelor,No,1.88,No,2.92,124,42000,
2022,Female,21,2021,BCSE,6th,Yes,No,2 hours,1 times,Offline,Yes,Yes,3 hours,Advance,78%,Yes,No,Yes,Programming,1 hour,UI/UX,Married,Yes,Family,no,2.77,No,3.8,77,42000,
2020,Male,20,2020,BCSE,5th,No,No,4 hours,2 times,Online,Yes,Yes,6 hours,Intermediate,90%,No,No,No,Machine Learning,2 hours,Software,Single,No,Bachelor,No,1.98,No,2.97,66,45000,
2022,Male,22,2021,BCSE,5th,No,No,2 hours,1 times,Online,Yes,Yes,3 hours,Basic,23%,No,No,Yes,Networking,4 hours,Hardware,In a relationship,No,Bachelor,No,1.81,No,2.88,72,45000,
2021,Female,20,2020,BCSE,9th,No,No,2 hours,3 times,Offline,Yes,Yes,3 hours,Advance,55%,No,No,Yes,Networking,1 hour,Hardware,In a relationship,No,Bachelor,No,2.87,No,3.9,125,46000,
2022,Male,20,2021,BCSE,4th,No,No,1:30/2 hours,2 times,Offline,Yes,Yes,4 Hours,Intermediate,100%,No,No,Yes,Networking,8 hours,Software,Single,No,Family,No,1.76,No,2.67,27,46000,
2022,Female,21,2021,BCSE,7th,No,No,3 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,32%,No,No,No,Artificial Intelligence,2 hours,Data Science,Single,Yes,Bachelor,No,2.34,No,3.4,109,47000,
2021,Female,20,2019,BCSE,9th,No,No,5 hours,2 times,Offline,Yes,Yes,5 hours,Intermediate,100%,No,No,Yes,Artificial Intelligence,1 hour,Hardware,Single,No,Bachelor,No,2.07,No,3.28,132,48000,
2020,Male,23,2019,BCSE,10th,No,No,2 hours,3 times,Online,Yes,Yes,2 hours,Intermediate,89%,No,No,No,Networking,4 hours,Hardware,In a relationship,No,Family,Yes,2.45,No,3.51,132,48000,
2020,Male,20,2020,BCSE,11th,No,Yes,1 hour,1 times,Offline,Yes,Yes,3 hours,Intermediate,68%,Yes,No,Yes,Networking,,Hardware,Single,No,Bachelor,No,2.66,No,3.79,135,48000,
2020,Female,23,2019,BCSE,11th,Yes,No,5 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,100%,No,No,No,Cyber security,4 hours,Data Science,In a relationship,No,Family,No,2.77,No,3.85,144,49000,
2022,Female,21,2021,BCSE,6th,No,No,5 hours,3 times,Online,Yes,Yes,3 hours,Basic,100%,Yes,No,No,Networking,2 hours,Hardware,Single,No,Family,No,2.63,No,3.7,75,49000,
2020,Male,23,2018,BCSE,8th,Yes,No,3 hours,3 times,Online,Yes,Yes,2 hours,Advance,80%,No,No,No,Cyber security,2 hours,UI/UX,In a relationship,Yes,Family,No,2.81,No,3.79,135,50000,
2021,Female,21,2019,BCSE,6th,No,No,2 hour ,1 times,Offline,Yes,Yes,3 hours ,Intermediate,100%,No,No,Yes,Programming,1 hour,Data Science,Single,No,Family,No,2.44,No,3.44,56,50000,
2021,Male,23,2019,BCSE,7th,No,No,1 hour,1 times,Online,Yes,Yes,5 hours,Advance,70%,No,No,Yes,Cyber security,5 hours,Hardware,Single,Yes,Family,No,2.5,No,3.22,66,50000,
2021,Female,21,2020,BCSE,7th,No,No,5 hours,3 times,Offline,Yes,Yes,6 hours,Advance,100%,No,No,Yes,Programming,1 hour,UI/UX,In a relationship,Yes,Family,No,2.55,No,3.8,112,50000,
2022,Female,20,2021,BCSE,5th,No,No,3 hours,2 times,Offline,Yes,Yes,5 hours,Basic,100%,No,No,Yes,Programming,2 hours,UI/UX,Single,No,Family,No,2.22,No,3.35,79,50000,
2021,Female,20,2020,BCSE,9th,No,No,3 hours,3 times,Offline,Yes,Yes,3 hours,Basic,100%,No,No,Yes,Web development skill(Frontend),2 hours,Software,Single,Yes,Family,No,2.56,No,3.64,108,53000,
2020,Female,23,2019,BCSE,8th,No,No,3 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,100%,No,No,No,Programming,2 hours,Software,Single,No,Family,No,1.99,No,3,121,55000,
2020,Female,24,2019,BCSE,11th,No,No,3 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,34%,No,No,Yes,Networking,1 hour,Hardware,Married,No,Family,No,1.56,No,2.62,143,55000,
2020,Female,21,2019,BCSE,11th,No,No,4 hours,3 times,Offline,Yes,Yes,2 hours,Advance,79%,No,No,Yes,Artificial Intelligence,2 hours,Data Science,In a relationship,No,Bachelor,No,2.67,No,3.77,143,55000,
2020,Female,20,2020,BCSE,9th,No,No,4 hours,2 times,Offline,Yes,No,6 hours,Advance,100%,No,No,No,Artificial Intelligence,2 hours,Software,Single,Yes,Family,No,2.31,No,3.44,138,55000,
2020,Male,24,2019,BCSE,11th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,76%,Yes,No,Yes,Networking,4 hours,Hardware,Married,Yes,Family,No,1.26,No,2.37,143,56000,
2019,Female,25,2018,BCSE,11th,No,No,1 hour,2 times,Online,Yes,Yes,4 hours,Basic,66%,No,No,Yes,Networking,4 hours,Hardware,Single,Yes,Family,No,1.55,No,2.78,143,57000,
2021,Female,20,2020,BCSE,9th,No,No,2 hours,3 times,Offline,Yes,Yes,2 hours,Advance,100%,Yes,No,No,Programming,4 hours,UI/UX,In a relationship,Yes,Bachelor,No,2.64,No,3.71,129,59000,
2021,Male,20,2020,BCSE,10th,No,No,1 hour,2 times,Offline,Yes,Yes,2 hours,Advance,100%,Yes,No,No,Programming,2 hours,UI/UX,In a relationship,Yes,Bachelor,No,2.76,No,3.81,134,59000,
2020,Male,25,2018,BCSE,8th,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Basic,88%,No,No,No,Cyber security,1 hour,Data Science,Single,Yes,Bachelor,No,1.62,No,2.45,99,60000,
2020,Female,23,2019,BCSE,11th,Yes,No,2-3 hours,3times,Online,Yes,Yes,4 hours ,Basic,80%,No,No,No,Networking,2 hours,Software,Single,Yes,Family,No,2.88,No,3.6,109,"60,000",
2021,Female,23,2019,BCSE,5th,No,No,3 hours,2 times,Offline,Yes,Yes,6 hours,Intermediate,90%,Yes,No,Yes,Programming,4 hours,Software,In a relationship,Yes,Family,No,2.61,No,3.57,130,60000,
2021,Female,23,2019,BCSE,7th,Yes,No,1 hour,2 times,Offline,Yes,Yes,2 hours,Intermediate,100%,No,No,Yes,Networking,2 hours,Artificial Intelligence,Single,Yes,Family,No,2.85,No,3.79,66,60000,
2019,Male,23,2019,BCSE,12th,No,No,1 hour,2 times,Offline,Yes,No,10 hours,Advance,100%,No,No,No,Networking,1 hour,Networking,Single,No,Family,No,2.19,No,3.7,111,60000,
2021,Female,22,2019,BCSE,7th,No,No,5 hours,2 times,Offline,Yes,Yes,4 hours,Intermediate,60%,Yes,No,Yes,Networking,2 hours,Software,Single,Yes,Bachelor,No,1.9,No,2.81,97,60000,
2020,Female,21,2019,BCSE,8th,No,No,5 hours,2 times,Online,Yes,Yes,7 hours,Advance,75%,No,No,No,Networking,3 hours,Hardware,Single,Yes,Bachelor,Yes,1.89,No,3.08,117,60000,
2021,Female,21,2019,BCSE,10th,No,No,6 hours,3 times,Offline,Yes,Yes,10 hours,Advance,100%,No,No,Yes,Web development skill(Backend),1 hour,Software,In a relationship,No,Bachelor,No,2.77,No,3.81,136,60000,
2021,Male,22,2020,BCSE,6th,No,No,1 hour,1 times,Offline,Yes,Yes,8 hours,Intermediate,95%,No,No,No,Programming,1 hour,Data Science,Single,Yes,Family,Yes,1.4,No,2.95,61,60000,
2021,Female,20,2020,BCSE,6th,Yes,No,5 hours,3 times,Offline,Yes,Yes,4 hours,Advance,50%,No,No,No,Machine Learning,1 hour,UI/UX,Single,No,Bachelor,No,1.76,No,2.87,68,60000,
2021,Female,20,2021,BCSE,7th,Yes,No,5 hours,3 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Networking,1 hour,Hardware,Married,No,Family,No,2.66,No,3.83,102,60000,
2021,Male,20,2020,BCSE,9th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,35%,Yes,No,Yes,Programming,1 hour,UI/UX,Single,No,Family,No,1.56,No,2.62,107,62000,
2022,Female,20,2021,BCSE,5th,No,No,3 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Networking,4 hours,Hardware,Married,No,Family,No,2.87,No,3.91,61,62000,
2019,Male,24,2019,BCSE,10th,Yes,No,2 hours,1 times,Offline,Yes,Yes,7 hours,Intermediate,87%,Yes,No,No,Cyber security,3 hours,Data Science,Single,No,Bachelor,No,2.09,No,3.23,129,64000,
2021,Female,20,2020,BCSE,9th,No,No,4 hours,2 times,Online,Yes,Yes,2 hours,Advance,86%,No,No,Yes,Artificial Intelligence,2 hours,Data Science,Single,Yes,Bachelor,No,1.56,No,2.66,120,64000,
2020,Female,21,2020,BCSE,10th,Yes,No,7 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Networking,4 hours,Hardware,Married,No,Family,Yes,2.78,No,3.89,138,65000,
2021,Male,20,2020,BCSE,9th,No,No,1 hour,1 times,Offline,Yes,Yes,2 hours,Intermediate,67%,No,No,Yes,Cyber security,2 hours,Data Science,Married,Yes,Family,No,2.45,No,3.51,103,65000,
2022,Female,19,2022,BCSE,3rd,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Advance,95%,No,No,No,Machine Learning,1 hour,Hardware,Single,No,Bachelor,No,2.78,No,3.89,35,65000,
2019,Male,24,2018,BCSE,11th,No,No,5 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Web development skill(Frontend),2 hours,Software,In a relationship,No,Bachelor,Yes,1.67,No,2.73,143,66000,
2020,Male,22,2019,BCSE,10th,No,No,2 hours,2 times,Offline,Yes,No,9 hours,Advance,100%,No,No,No,Programming,4 hours,Software,In a relationship,Yes,Bachelor,No,1.55,No,2.68,134,66000,
2023,Female,19,2021,BCSE,2nd,No,No,2 hours,2 times,Online,Yes,Yes,10 hours,Advance,77%,No,No,No,Machine Learning,2 hours,Software,In a relationship,No,Family,No,1.87,No,2.88,35,66000,
2022,Male,21,2021,BCSE,5th,No,No,4 hours,2 times,Offline,Yes,Yes,2 hours,Advance,85%,No,No,No,Web development skill(Frontend),4 hours,Software,In a relationship,Yes,Bachelor,No,1.56,No,2.63,65,66000,
2021,Female,23,2019,BCSE,7th,No,No,2 hours,2 times,Online,Yes,Yes,6 hours,Intermediate,100%,No,No,Yes,Programming,1 hour,Hardware,In a relationship,No,Family,No,2.7,No,3.5,66,67000,
2021,Female,20,2020,BCSE,9th,No,No,2 hours,2 times,Offline,Yes,No,2 hours,Intermediate,89%,Yes,No,Yes,Networking,4 hours,Hardware,Single,No,Family,No,2.76,No,3.8,113,67000,
2021,Male,22,2021,BCSE,8th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,68%,Yes,No,No,Cyber security,4 hours,Data Science,Single,Yes,Bachelor,No,1.45,No,2.56,88,67000,
2020,Male,20,2020,BCSE,8th,No,No,5 hours,3 times,Online,Yes,Yes,6 hours,Advance,90%,No,No,No,Programming,2 hours,UI/UX,Married,Yes,Family,No,1.55,No,2.76,77,68000,
2021,Male,20,2020,BCSE,9th,No,No,2 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,87%,No,No,No,Networking,4 hours,Hardware,Single,No,Bachelor,No,2.67,No,3.73,101,68000,
2021,Female,21,2020,BCSE,9th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Advance,86%,No,No,Yes,Artificial Intelligence,1 hour,Data Science,Single,Yes,Bachelor,Yes,2.86,No,3.9,119,68000,
2020,Female,22,2018,BCSE,6th,No,No,4 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,80%,No,No,No,Cyber security,3 hours,UI/UX,Single,No,Family,Yes,2.03,No,3.25,59,70000,
2019,Female,22,2018,BCSE,10th,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Advance,95%,No,No,No,Networking,2 hours,Software,In a relationship,No,Family,No,2.31,No,3.65,140,70000,
2021,Female,22,2019,BCSE,8th,Yes,No,4 hours,3 times,Offline,Yes,No,3 hours,Advance,100%,No,No,No,Networking,3 hours,Hardware,Single,Yes,Bachelor,No,2.66,No,3.78,109,70000,
2022,Female,20,2021,BCSE,5th,No,No,6 hours,2 times,Online,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Programming,2 hours,Software,In a relationship,No,Family,No,2.11,No,3.26,87,70000,
2022,Male,19,2021,BCSE,5th,No,No,3 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Networking,4 hours,Hardware,Single,No,Family,No,1.67,No,2.7,77,70000,
2019,Male,23,2019,BCSE,11th,Yes,No,3 hours,2 times,Offline,Yes,Yes,5 hours,Advance,97%,No,No,Yes,Programming,3 hours,UI/UX,Single,Yes,Bachelor,No,2.4,No,3.44,139,71000,
2021,Female,21,2020,BCSE,3rd,No,No,3 hours,2 times,Online,Yes,Yes,10 hours,Basic,30%,Yes,No,No,Machine Learning,1 hour,Hardware,Single,No,Family,No,1.55,No,2.81,34,73000,
2022,Female,20,2020,BCSE,5th,Yes,No,5 hours,2 times,Online,Yes,Yes,9 hours,Intermediate,90%,No,No,Yes,Cyber security,1 hour,Data Science,Single,Yes,Bachelor,No,2.55,No,3.59,72,73000,
2021,Male,20,2021,BCSE,9th,No,No,1 hour,3 times,Offline,Yes,Yes,3 hours,Intermediate,87%,Yes,No,Yes,Web development skill(Frontend),4 hours,Software,In a relationship,Yes,Family,No,2.45,No,3.56,123,74000,
2019,Male,21,2019,BCSE,11th,Yes,No,6 hours,4 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Programming,3 hours,UI/UX,Single,No,Bachelor,No,2.77,No,3.87,139,75000,
2021,Female,20,2020,BCSE,8th,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Programming,2 hours,UI/UX,Single,Yes,Bachelor,No,2.53,No,3.6,95,75000,
2022,Female,19,2021,BCSE,6th,No,No,3 hours,1 times,Online,Yes,Yes,3 hours,Intermediate,43%,Yes,No,Yes,Machine Learning,2 hours,Data Science,In a relationship,Yes,Bachelor,Yes,1.65,No,2.71,73,75000,
2021,Female,19,2020,BCSE,4th,No,No,3 hours,1 times,Online,Yes,Yes,9 hours,Basic,70%,No,No,No,Artificial Intelligence,3 hours,Hardware,In a relationship,No,Bachelor,Yes,2.32,No,3.68,46,77000,
2020,Female,20,2020,BCSE,11th,No,No,1 hour,3 times,Offline,Yes,Yes,2 hours,Intermediate,76%,No,No,No,Programming,2 hours,UI/UX,Married,Yes,Family,No,2.61,No,3.7,144,77000,
2020,Male,20,2020,BCSE,11th,No,No,2 hours,1 times,Online,Yes,Yes,3 hours,Intermediate,54%,Yes,No,No,Programming,4 hours,UI/UX,Single,Yes,Family,No,1.55,No,2.61,143,77000,
2021,Male,19,2021,BCSE,4th,No,No,4 hours,2 times,Online,Yes,Yes,8 hours,Intermediate,100%,No,No,Yes,Machine Learning,2 hours,Data Science,Single,Yes,Family,No,2.23,No,3.67,45,77000,
2018,Male,25,2017,BCSE,12th,No,No,1 hour,3 times,Online,Yes,Yes,3 hours,Advance,60%,Yes,No,Yes,Programming,3 hours,Software,In a relationship,Yes,Bachelor,No,2.45,No,3.34,122,78000,
2020,Female,22,2017,BCSE,11th,No,No,1 hour,1 times,Online,Yes,Yes,3 hours,Intermediate,90%,No,No,No,Networking,1 hour,Artificial Intelligence,Married,No,Family,Yes,2.11,No,3.56,132,78000,
2020,Male,24,2019,BCSE,10th,No,No,3 hours,2 times,Offline,Yes,Yes,5 hours,Intermediate,77%,No,No,No,Artificial Intelligence,1 hour,Data Science,Single,No,Bachelor,No,1.59,No,2.62,132,78000,
2019,Male,25,2019,BCSE,11th,No,No,5 hours,1 times,Offline,Yes,Yes,3 hours,Advance,100%,Yes,No,No,Web development skill(Frontend),4 hours,Software,In a relationship,Yes,Family,No,2.56,No,3.67,143,78000,
2021,Male,20,2020,BCSE,6th,No,No,6 hours,3 times,Online,Yes,No,3 hours,Advance,100%,No,No,No,Networking,1 hour,Data Science,Single,Yes,Bachelor,No,2.76,No,3.77,97,78000,
2021,Male,21,2020,BCSE,9th,No,No,2 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Web development skill(Frontend),4 hours,Software,Single,Yes,Bachelor,No,2.76,No,3.8,124,78000,
2021,Male,20,2020,BCSE,8th,No,No,3 hours,3 times,Offline,Yes,No,2 hours,Intermediate,100%,No,No,No,Cyber security,4 hours,Data Science,Single,No,Bachelor,No,2.61,No,3.7,98,79000,
2020,Female,20,2020,BCSE,11th,Yes,No,1 hour,3 times,Offline,Yes,Yes,3 hours,Basic,100%,No,No,No,Programming,4 hours,UI/UX,In a relationship,No,Family,No,2.75,No,3.86,143,79000,
2020,Male,21,2019,BCSE,10th,Yes,No,2 hours,3 times,Offline,Yes,Yes,3 hours,Basic,90%,No,Yes,No,Programming,3 hours,Data Science,In a relationship,Yes,Family,No,1.98,No,3..11,125,80000,
2020,Male,20,2019,BCSE,9th,Yes,No,6 hours,4 times,Offline,Yes,Yes,3 hours,Advance,100%,No,No,No,Programming,3 hours,UI/UX,Single,No,Family,No,2.77,No,3.87,125,80000,
2022,Male,21,2021,BCSE,5th,No,No,2 hours,2 times,Offline,Yes,Yes,5 hours,Intermediate,78%,No,No,Yes,Artificial Intelligence,2 hours,Hardware,Single,Yes,Family,No,1.79,No,2.82,71,80000,
2022,Female,21,2021,BCSE,6th,No,No,3 hours,2 times,Online,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Artificial Intelligence,2 hours,,Single,No,Bachelor,No,1.88,No,2.91,74,80000,
2020,Male,21,2020,BCSE,8th,No,No,3 hours,1 times,Online,Yes,Yes,7 hours,Intermediate,71%,No,No,No,Machine Learning,1 hour,Software,In a relationship,Yes,Bachelor,Yes,2.38,No,3.49,109,81000,
2021,Male,20,2020,BCSE,9th,No,No,4 hours,2 times,Online,Yes,Yes,5 hours,Intermediate,100%,No,No,Yes,Web development skill(Backend),1 hours,Software,In a relationship,No,Bachelor,No,2.08,No,3.21,113,83000,
2022,Female,21,2021,BCSE,4th,No,No,5 hours,2 times,Online,Yes,Yes,7 hours,Intermediate,70%,No,No,No,Programming,1 hour,Hardware,In a relationship,No,Family,No,1.89,No,3.4,56,86000,
2021,Male,20,2019,BCSE,6th,No,No,2 hours,1 times,Online,Yes,Yes,5 hours,Advance,31%,Yes,Yes,Yes,Programming,1 hour,Software,Married,Yes,Family,No,1.21,No,2.47,139,87000,
2020,Male,20,2019,BCSE,8th,No,No,3 hours,2 times,Offline,Yes,Yes,6 hours,Intermediate,60%,No,No,Yes,Machine Learning,2 hours,Software,Single,Yes,Bachelor,No,1.81,No,2.86,117,87000,
2022,Male,20,2021,BCSE,8th,No,No,5 hours,3 times,Offline,Yes,Yes,8 hours,Advance,100%,No,No,Yes,Programming,3 hours,UI/UX,Single,Yes,Bachelor,Yes,2.45,No,3.68,124,87000,
2018,Male,25,2018,BCSE,11th,No,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,100%,No,No,Yes,Web development skill(Backend),2 hours,Software,Married,Yes,Family,No,1.56,No,2.66,143,88000,
2020,Female,25,2019,BCSE,11th,No,No,3 hours,1 times,Offline,Yes,Yes,3 hours,Advance,100%,Yes,No,No,Web development skill(Frontend),2 hours,Software,Single,Yes,Bachelor,No,1.6,No,2.68,143,88000,
2020,Female,20,2020,BCSE,11th,No,No,3 hours,2 times,Online,Yes,Yes,3 hours,Advance,56%,Yes,No,No,Programming,2 hours,UI/UX,In a relationship,No,Bachelor,No,1.81,No,2.89,144,88000,
2021,Female,20,2021,BCSE,7th,No,No,3 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,Yes,Artificial Intelligence,5 hours,,Married,No,Family,No,1.76,No,2.81,96,88000,
2020,Female,21,2020,BCSE,10th,No,No,2 hours,1 times,Offline,Yes,Yes,2 hours,Basic,86%,Yes,No,Yes,Artificial Intelligence,4 hours,Data Science,Single,No,Bachelor,No,1.57,No,2.65,135,89000,
2020,Male,24,2019,BCSE,10th,No,No,3-4 hours,4 times,Offline,Yes,Yes,5 hours,Advance,100%,No,No,No,Networking,2 hours,Hardware,Single,Yes,Bachelor,No,2.05,No,3.45,85,90000,
2021,Male,20,2020,BCSE,9th,No,No,3 hours,2 times,Offline,Yes,Yes,1 hour,Advance,67%,Yes,No,No,Programming,2 hours,UI/UX,Single,No,Family,No,2.38,No,3.47,130,90000,
2021,Female,20,2020,BCSE,8th,No,No,2 hours,2 times,Offline,Yes,No,2 hours,Advance,100%,Yes,No,No,Programming,1 hour,UI/UX,In a relationship,Yes,Family,No,2.67,No,3.73,93,90000,
2022,Male,22,2021,BCSE,6th,No,No,3 hours,1 times,Offline,Yes,Yes,2 hours,Intermediate,100%,No,No,Yes,Web development skill(Backend),2 hours,Software,Single,No,Bachelor,No,1.56,No,2.67,71,90000,
2021,Male,20,2020,BCSE,9th,No,No,2 hours,2 times,Offline,Yes,Yes,,Advance,100%,Yes,No,Yes,Networking,1 hour,Hardware,In a relationship,Yes,Family,No,1.91,No,2.96,109,94000,
2020,Male,24,2017,BCSE,9th,No,No,3 hours,2 times,Online,Yes,Yes,2 hours,Intermediate,70%,Yes,No,No,Networking,2 hours,UI/UX,In a relationship,Yes,Family,Yes,1.89,No,3.18,113,95000,
2021,Female,20,2019,BCSE,7th,No,No,4 hours,2 times,Offline,Yes,Yes,6 hours,Advance,100%,No,No,No,Web development skill(Backend),1 hour,UI/UX,Single,No,Family,No,2.76,No,3.88,109,95000,
2020,Female,23,2019,BCSE,11th,No,No,3 hours,1 times,Offline,Yes,Yes,,Intermediate,100%,Yes,No,No,Programming,,,In a relationship,Yes,Bachelor,No,2.76,No,3.84,144,96000,
2022,Male,20,2021,BCSE,6th,Yes,No,5 hours,3 times,Offline,Yes,Yes,2 hours,Advance,76%,Yes,No,No,Programming,1 hour,UI/UX,In a relationship,Yes,Bachelor,No,2.7,No,3.87,78,97000,
